"TID","EN","FR","DE","ES","IT","NL","NO","PT","TR","JP","CN","KR","RU","AR","CNT","FA","ID","MS","TL","VI"
"TID_HEALING_WAVE_INFO","Heal your troops to keep them in the fight!\n\nCast this spell to create a Ring of Healing. Your units will be healed while they are inside this ring.","Soignez vos troupes pour qu'elles continuent le combat !\n\nLancez ce sort pour créer un anneau de guérison. Vos unités seront guéries tant qu'elles seront dans cet anneau.","Heile deine Truppen, damit sie weiter kämpfen können!\n\nWirke diesen Zauber, um einen Heilring zu schaffen. Im Ring werden die Truppen geheilt.","¡Cura a tus tropas y mantenlas luchando!\n\nUsa este hechizo para crear un círculo de sanación y curar a tus unidades mientras se encuentren en su interior.","Cura le tue truppe, così potranno continuare a combattere!\n\nLancia questo incantesimo per creare un anello di guarigione. Le tue unità saranno curate mentre sono all'interno di questo anello.","Genees je troepen om ze in de strijd te houden!\n\nSpreek deze toverspreuk uit om een genezende cirkel te maken. Je eenheden genezen zolang ze binnen deze cirkel blijven.","Helbred soldatene slik at de kan fortsette å kjempe!\n\nBruk denne formelen for å lage en helbredesesring. Enhetene vil leges inne i ringen.","Cure suas tropas para mantê-las na luta!\n\nLance o feitiço para criar um Anel de Cura. As unidades serão curadas enquanto estiverem dentro do anel.","Birliklerini savaşta tutmak için iyileştir!\n\nŞifa Halkası oluşturmak için bu büyüyü kullan. Birimlerin halkanın içindeyken iyileşecektir.","味方ユニットを回復させて、ねばり強く戦いましょう！\n\nこの呪文は回復の輪を作り出します。\n輪の内側にいる限り、味方ユニットの受けたダメージが回復していきます。","恢复军队的元气，让他们保持战斗力！\n\n施展疗伤法术，治愈该法术光圈之内的部队。","유닛을 치유하여 유닛을 전장에 유지하세요!\n\n이 마법을 사용하면 치유 마법진이 생성됩니다. 마법진 안의 아군 유닛은 치유 효과를 받습니다.","Исцеляйте свои воиска, чтобы они продолжали сражаться!\n\nИспользуйте эти заклинания, чтобы создать Кольцо Исцеления. Находясь в нем, ваши воиска будут исцеляться.","قم بعلاج قواتك لتشركهم في القتال!\n\nقم بإلقاء هذا السحر لإنشاء حلقة من الشفاء. ستُشفى وحداتك أثناء وجودها داخل هذه الحلقة.","治療您的部隊讓他們持續在戰場上作戰！\n\n施放治療法術可產生一個治療效果光環。您的作戰單位在這個光環範圍內的時候可獲得治療。","برای نگه داشتن نیروهایتان در جنگ، آنها را شفا دهید!\n\nبرای ایجاد یک حلقه شفابخش، این طلسم را رها کنید. واحدها شما در زمانی که داخل این حلقه قرار می‌گیرند، شفا پیدا خواهند کرد.","Sembuhkan peletonmu agar mereka tetap bertarung!\n\nGunakan mantra ini untuk menciptakan Lingkaran Penyembuhan. Unitmu akan disembuhkan selagi berada dalam lingkaran ini.","Sembuhkan askar anda untuk memastikan mereka terus berlawan!\n\nBuat sihir ini untuk mencipta Cincin Penyembuhan. Unit anda akan disembuhkan semasa mereka berada di dalam cincin ini.","I-heal ang mga troop mo para tuluy-tuloy lang ang laban!\n\nI-cast ang spell na ito para gumawa ng Ring of Healing. Mahi-heal ang mga unit mo habang nasa loob sila ng ring na ito.","Chữa lành cho binh lính của bạn để họ tiếp tục chiến đấu!\n\nNiệm thần chú này để tạo ra một Vòng tròn Chữa lành. Các đội quân của bạn sẽ được chữa lành khi ở trong chiếc vòng này."
"TID_HASTE_INFO","Enrage your units to make them bigger, faster and stronger!\n\nCast this to create a Ring of Rage! Your units will gain speed and attack power while they are inside this ring.","Enragez vos unités pour les rendre plus grandes, plus rapides et plus puissantes !\n\nLancez ce sort pour créer un anneau de rage ! Vos unités gagneront en vitesse et en puissance d'attaque tant qu'elles seront dans cet anneau.","Mache deine Einheiten wütend, damit sie größer, schneller und stärker werden!\n\nDer Zauber schafft einen Ring der Wut! Im Ring gewinnen deine Truppen an Schnelligkeit und Stärke.","¡Enfurece a tus unidades para que sean más grandes, rápidas y fuertes!\n\nUsa este hechizo para crear un círculo de rabia, y tus unidades que se encuentren dentro ganarán velocidad y fuerza de ataque.","Istiga la rabbia delle tue unità per renderle più forti, grandi e veloci!\n\nLancia questo incantesimo per creare un anello di furia! Le tue unità guadagneranno velocità e potenza d'attacco quando si trovano all'interno dell'anello.","Maak je eenheden woedend om ze groter, sneller en sterker te maken!\n\nSpreek deze toverspreuk uit om een cirkel van woede te maken! Je eenheden krijgen meer snelheid en aanvalskracht zolang ze binnen deze cirkel blijven.","Gjør enhetene rasende for at de skal bli større, raskere og sterkere!\n\nBruk denne magien for å lage en raseriring - enhetene dine blir raskere og sterkere når de befinner seg inne i ringen.","Enfureça as unidades para torná-las maiores, mais rápidas e mais fortes!\n\nLance isto para criar um Anel de Fúria! Suas unidades ganharão velocidade e poder de ataque dentro deste anel.","Birimlerini daha büyük, daha hızlı ve güçlü yapmak için onları öfkelendir!\n\nÖfke Halkası kurmak için bu büyüyü yap! Birimlerin halkanın içinde kaldıkça hızlanır ve saldırı gücü kazanır.","ユニットを激怒させてより大きく、速く、強くしましょう！\n\nこの呪文は怒りの輪を作り出します。\n輪の内側にいる限り、味方ユニットは速度と攻撃力が上昇します。","让军队士气飙涨，变得更快、更强！\n\n施展狂暴法术。在此光环中的部队速度增快，攻击力增强。","유닛을 분노시켜 더 크고, 빠르고, 강하게 만드세요!\n\n이 마법을 사용하면 분노 마법진이 생성됩니다. 마법진 내부의 아군 유닛은 속도와 공격력이 증가합니다.","Разъярите свои подразделения, чтобы сделать их крупнее, быстрее и сильнее!\n\nНаложите эти заклинания, чтобы создать Кольцо Ярости. Пока воины внутри кольца, их скорость и сила больше обычного.","اجعل وحداتك تغضب لتجعلها أكبر وأسرع وأقوى!\n\nقم بإلقاء هذه لتصنع حلقة من الغضب! ستكتسب وحداتك السرعة وقوة الهجوم وهم في داخل هذه الحلقة.","激發部隊的士氣，讓他們變得更強大、更快速！\n\n施放狂暴法術可產生一個狂暴效果光環！您的部隊在這個光環範圍內的時候可提高速度和攻擊力。","برای بزرگ‌تر، سریع‌تر و قوی‌تر کردن واحدها، آنها را خشمگین کنید!\n\nبرای ایجاد یک حلقه خشم، این را رها کنید! واحدهای شما در زمانی که در این حلقه هستند، سرعت و قدرت به دست می‌آورند.","Bangkitkan murka unitmu agar lebih besar, cepat, dan kuat!\n\nGunakan ini untuk menciptakan Lingkaran Amarah! Unitmu akan meraih kecepatan dan kekuatan serangan selagi berada dalam lingkaran ini.","Buatkan unit anda berang untuk membuatkan mereka lebih besar, lebih pantas dan lebih kuat!\n\nBuat ini untuk mencipta Cincin Kemarahan! Unit anda akan mendapat kelajuan dan kuasa menyerang semasa mereka berada di dalam cincin.","I-enrage ang mga unit mo para gawin silang mas malaki, mas mabilis at mas malakas!\n\nI-cast ito para gumawa ng Ring of Rage! Tataas ang speed at attack power ng mga unit mo habang nasa loob sila ng ring na ito.","Chọc giận đội quân của bạn khiến chúng to lớn hơn, nhanh hơn và mạnh hơn!\n\nNiệm thần chú này để tạo ra Vòng tròn Thịnh nộ! Đội quân của bạn sẽ có tốc độ và sức tấn công cao hơn khi ở trong chiếc vòng này."
"TID_COMING_SOON","Coming Soon...","Prochainement...","Bald verfügbar ...","Próximamente...","Prossimamente!","Binnenkort...","Kommer snart ...","Em breve...","Çok Yakında...","近日公開！","敬请期待......","곧 출시됩니다.","Скоро...","قريبًا...","敬請期待....","به زودی می‌آید...","Segera Hadir...","Akan Datang...","Paparating Na...","Sắp ra mắt..."
"TID_UNIT_STORAGE_CAPACITY_ALL","Total troop capacity: <number>","Capacité totale de troupes : <number>","Gesamte Truppenkapazität: <number>","Capacidad total de tropas: <number>","Totale capacità truppe: <number>","Totale troepencapaciteit: <number>","Total soldatkapasitet: <number>","Capacidade total de tropas: <number>","Toplam birlik kapasitesi: <number>","合計ユニット収容数： <number>","总兵力：<number>","총 수용 유닛: <number>","Вместимость войск: <number>","إجمالي سعة القوات: <number>","部隊總兵力：<number>","کل گنجایش نیرو: <number>","Total kapasitas peleton: <number>","Jumlah kapasiti askar: <number>","Total na capacity para sa troop: <number>","Tổng số lượng binh lính: <number>"
"TID_TOTAL_CAPACITY_AFTER_TRAIN","Troop capacity after training:","Capacité après la formation :","Truppenkapazität nach dem Ausbilden:","Capacidad de tropas tras el entrenamiento:","Capacità truppe dopo l'addestramento:","Troepencapaciteit na training:","Soldatkapasitet etter trening:","Capacidade de tropas após treinamento:","Eğitim sonrası toplam birlik kapasitesi:","訓練後のユニット収容数：","训练后的总兵力：","훈련 후 수용 유닛:","Количество войск, вмещаемых после тренировки:","سعة القوات بعد التدريب:","訓練後的部隊兵力：","گنجایش نیرو پس از آموزش:","Kapasitas peleton setelah latihan:","Kapasiti askar selepas latihan:","Capacity para sa troop pagkatapos ng training:","Sức mạnh của binh lính sau khi huấn luyện:"
"TID_BUILDING_TEXT_RESEARCH","Research","Rechercher","Forschen","Investigar","Ricerca","Onderzoek","Forskning","Pesquisa","Araştır","研究","研究","연구","Исследование","بحث","研究","پژوهش","Riset","Selidik","Mag-research","Nghiên cứu"
"TID_IF_LOST","Defeat:","Défaite :","Niederlage:","Derrota:","Sconfitti:","Nederlaag:","Nederlag:","Derrota:","Yenilgi:","敗北：","失败：","패배 시:","Поражение:","هزيمة:","戰敗：","شکست:","Kalah:","Dikalahkan:","Talo:","Bại trận:"
"TID_POPUP_HEADER_ABOUT_TO_CANCEL_SPELL","Are you sure?","Confirmer ?","Bist du sicher?","¿Seguro?","Confermi?","Weet je het zeker?","Er du sikker?","Tem certeza?","Emin misin?","キャンセルしますか？","确定？","정말 취소할까요?","Уверены?","أأنت واثق؟","確定？","آیا مطمئنید؟","Yakin?","Anda pasti?","Sigurado ka ba?","Bạn có chắc chắn không?"
"TID_POPUP_ABOUT_TO_CANCEL_SPELL","Canceling spells in the queue will return only <number>% of the cost.","L'annulation des sorts en attente ne vous rendra que <number> % de leur coût.","Wenn du Zauber in der Warteschlange abbrichst, werden nur <number> % der Kosten erstattet.","Al cancelar los hechizos de la cola solo recuperarás el <number> % del coste.","La rimozione degli incantesimi dalla coda rimborserà solo il <number>% del costo.","Als je spreuken in de wachtrij annuleert, krijg je maar <number>% van de kosten terug.","Hvis du avbryter formler i køen, vil du kun få refundert <number> % av prisen.","Cancelar feitiços na fila reembolsará apenas <number>% do custo.","Sıradaki büyü iptal edilirse maliyetin % <number> kadarı iade edilir.","呪文の準備予約をキャンセルした場合、コストの <number>% しかもどってきません。","取消等待队列中的法术只会返还<number>%的费用。","대기열의 마법 제작을 취소하면 제작 비용의 <number>%만 돌려받습니다.","При удалении заклинаний из очереди вернется только <number> % от их стоимости.","سيؤدي إلغاء السحر في قائمة الانتظار إلى استرداد <number>% من التكلفة فقط.","取消等待隊列中的法術，將只會退還<number>%的花費。","با لغو کردن طلسم‌های در صف تنها <number>% از هزینه برگردانده خواهد شد.","Membatalkan mantra di antrean hanya akan mengembalikan <number>% dari biaya.","Membatalkan sihir dalam giliran akan mengembalikan hanya <number>% daripada kos.","Kapag nag-cancel ka ng mga spell sa queue, <number>% lang ng cost ang mababalik sa iyo.","Hủy bỏ thần chú khỏi hàng đợi sẽ chỉ được hoàn lại <number>% chi phí."
"TID_ALLIANCE_REJECT_DEFAULT_MESSAGE","Sorry, we decided not to let you into the clan.","Désolé, nous avons décidé de ne pas t'accepter dans notre clan.","Tut uns leid, wir haben uns gegen deinen Beitritt zum Clan entschieden.","Lo sentimos, hemos decidido no aceptarte en el clan.","Spiacenti, abbiamo deciso di non accettarti nel clan.","Sorry, we hebben besloten je niet te accepteren.","Beklager, vi har besluttet å ikke la deg bli med i klanen.","Desculpe, decidimos não permitir que você participe do clã.","Üzgünüz, klana girmenize izin vermemeye karar verdik.","クランへの参加リクエストが拒否されました。","抱歉，我们无法接受您的请求。","죄송합니다. 부득이하게 클랜 가입 요청을 받아들일 수 없습니다.","Простите, но мы решили не принимать вас в клан.","المعذرة، قررنا ألا نضمك إلى القبيلة.","抱歉，我們拒絕讓您加入部落。","متأسفیم، ما تصمیم گرفتیم اجازه ندهیم وارد قبیله شوید.","Maaf, kami memutuskan untuk tidak menerimamu di klan.","Maaf, kami memutuskan untuk tidak membenarkan anda memasuki klan.","Pasensya na, napagdesisyunan naming huwag kang pasalihin sa clan.","Rất tiếc, chúng tôi đã quyết định không cho bạn vào hội."
